Tabs	Trel	O2(%)	H2(%)	CO(%)	CO2(%)	CH4(%)	SO2(ppm)	NO(ppm)	NO2(ppm)	N2O(ppm)	T(°C)	P()	Comments
24.12.2021 18:06:21	73	16.3	0.282	0.194	0.649	0.000	78	22	0	0	26.8	750.5	
24.12.2021 18:06:23	75	14.4	0.465	0.194	0.649	0.000	118	22	0	0	26.8	750.6	
24.12.2021 18:06:24	76	14.4	0.465	0.194	0.649	0.000	118	22	0	0	26.8	750.6	
24.12.2021 18:06:26	78	12.1	0.701	0.636	1.858	0.000	118	22	0	0	26.9	750.8	
24.12.2021 18:06:28	80	11.3	0.802	0.636	1.858	0.000	118	22	0	0	26.6	750.8	
24.12.2021 18:06:29	81	11.3	0.802	0.636	1.858	0.000	118	22	0	0	26.6	750.8	
24.12.2021 18:06:31	83	11.3	0.802	0.636	1.858	0.000	118	26	0	0	26.6	750.8	
24.12.2021 18:06:32	84	11.3	0.802	0.636	1.858	0.000	118	26	0	0	26.6	750.8	
24.12.2021 18:06:34	86	6.7	1.242	3.027	7.081	0.000	363	35	0	0	26.6	750.6	
24.12.2021 18:06:36	88	5.7	1.365	3.027	7.081	0.000	531	35	0	0	26.9	750.9	
24.12.2021 18:06:37	89	5.7	1.365	3.027	7.081	0.000	531	42	0	0	26.9	750.9	
24.12.2021 18:06:38	90	5.7	1.365	3.027	7.081	0.000	531	42	0	0	26.9	750.9	
24.12.2021 18:06:39	91	4.9	1.327	4.503	9.738	0.000	531	42	0	0	26.8	750.8	
24.12.2021 18:06:40	92	4.9	1.327	4.503	9.738	0.000	531	42	0	0	26.8	750.8	
24.12.2021 18:06:42	94	4.9	1.327	4.503	9.738	0.000	531	50	0	0	26.8	750.8	
24.12.2021 18:06:43	95	4.4	1.253	5.527	11.736	0.000	661	50	0	0	26.7	750.6	
24.12.2021 18:06:44	96	4.4	1.253	5.527	11.736	0.000	661	50	0	0	26.7	750.6	
24.12.2021 18:06:46	98	4.9	1.110	5.839	13.014	0.000	709	54	0	0	26.6	750.6	
24.12.2021 18:06:47	99	5.2	1.061	5.839	13.014	0.000	672	54	0	0	26.5	750.5	
24.12.2021 18:06:48	100	5.2	1.061	5.839	13.014	0.000	672	54	0	0	26.5	750.5	
24.12.2021 18:06:49	101	5.5	1.049	5.398	13.014	0.000	672	54	0	0	26.5	750.5	
24.12.2021 18:06:51	103	6.5	0.890	5.398	13.584	0.000	574	56	0	0	26.7	750.8	
24.12.2021 18:06:53	105	6.9	0.919	4.450	13.584	0.000	574	56	0	0	26.6	750.4	
24.12.2021 18:06:54	106	6.9	0.919	4.450	13.584	0.000	574	55	0	0	26.6	750.4	
24.12.2021 18:06:56	108	8.2	0.715	4.450	13.504	0.000	454	55	0	0	26.4	750.6	
24.12.2021 18:06:57	109	8.6	0.742	3.329	12.944	0.000	454	55	0	0	26.5	750.6	
24.12.2021 18:06:59	111	8.9	0.696	3.329	12.944	0.000	454	54	0	0	26.4	750.5	
24.12.2021 18:07:00	112	8.9	0.696	3.329	12.944	0.000	454	54	0	0	26.4	750.5	
24.12.2021 18:07:02	114	9.8	0.607	2.316	12.125	0.000	343	51	0	0	26.4	750.5	
24.12.2021 18:07:03	115	10.0	0.568	2.316	12.125	0.000	343	51	0	0	26.6	750.7	
24.12.2021 18:07:05	117	10.0	0.568	2.316	12.125	0.000	343	51	0	0	26.6	750.7	
24.12.2021 18:07:06	118	10.3	0.521	1.541	11.286	0.000	253	49	0	0	26.3	750.7	
24.12.2021 18:07:08	120	10.5	0.482	1.541	11.286	0.000	253	49	0	0	26.3	750.6	
24.12.2021 18:07:09	121	10.7	0.444	1.013	10.627	0.000	187	49	0	0	26.5	750.6	
24.12.2021 18:07:10	122	10.8	0.415	1.013	10.627	0.000	187	45	0	0	26.7	750.9	
24.12.2021 18:07:12	124	10.8	0.415	1.013	10.627	0.000	187	45	0	0	26.7	750.9	
24.12.2021 18:07:13	125	11.0	0.373	0.679	10.168	0.000	143	45	0	0	26.7	750.7	
24.12.2021 18:07:15	127	11.1	0.326	0.679	10.168	0.000	116	43	0	0	26.5	750.6	
24.12.2021 18:07:16	128	11.1	0.326	0.679	10.168	0.000	116	43	0	0	26.5	750.6	
24.12.2021 18:07:17	129	11.1	0.326	0.679	10.168	0.000	116	43	0	0	26.5	750.6	
24.12.2021 18:07:18	130	11.2	0.287	0.463	9.868	0.000	116	43	0	0	26.7	750.7	
24.12.2021 18:07:20	132	11.2	0.262	0.345	9.868	0.000	98	41	0	0	26.6	750.8	
24.12.2021 18:07:22	134	11.2	0.262	0.345	9.868	0.000	98	41	0	0	26.6	750.8	
24.12.2021 18:07:23	135	11.3	0.224	0.345	9.668	0.000	98	39	0	0	26.6	750.9	
24.12.2021 18:07:24	136	11.3	0.219	0.345	9.668	0.000	90	39	0	0	26.6	751.1	
24.12.2021 18:07:25	137	11.3	0.202	0.280	9.668	0.000	90	39	0	0	26.4	750.8	
24.12.2021 18:07:27	139	11.3	0.170	0.280	9.548	0.000	84	38	0	0	26.5	750.5	
24.12.2021 18:07:28	140	11.3	0.169	0.237	9.548	0.000	84	38	0	0	26.5	750.5	
24.12.2021 18:07:29	141	11.3	0.169	0.237	9.548	0.000	84	38	0	0	26.5	750.5	
24.12.2021 18:07:30	142	11.3	0.165	0.237	9.488	0.000	84	37	0	0	26.7	750.6	
24.12.2021 18:07:31	143	11.3	0.156	0.237	9.488	0.000	84	37	0	0	26.6	750.6	
24.12.2021 18:07:33	145	11.3	0.156	0.237	9.488	0.000	84	37	0	0	26.6	750.6	
24.12.2021 18:07:35	147	11.3	0.114	0.205	9.459	0.000	79	35	0	0	26.8	750.7	
24.12.2021 18:07:36	148	11.3	0.110	0.205	9.459	0.000	76	35	0	0	26.7	750.4	
24.12.2021 18:07:38	150	11.3	0.106	0.194	9.449	0.000	76	34	0	0	26.7	750.5	
24.12.2021 18:07:40	152	11.3	0.106	0.194	9.449	0.000	74	34	0	0	26.7	751.0	
24.12.2021 18:07:41	153	11.3	0.106	0.183	9.449	0.000	74	34	0	0	26.8	750.7	
24.12.2021 18:07:42	154	11.3	0.106	0.183	9.449	0.000	74	34	0	0	26.8	750.7	
24.12.2021 18:07:43	155	11.4	0.079	0.183	9.449	0.000	72	34	0	0	26.8	751.0	
24.12.2021 18:07:44	156	11.4	0.079	0.172	9.449	0.000	72	34	0	0	26.6	750.8	
24.12.2021 18:07:45	157	11.4	0.083	0.172	9.429	0.000	72	34	0	0	26.7	750.8	
24.12.2021 18:07:46	158	11.4	0.072	0.172	9.429	0.000	72	32	0	0	26.7	751.1	
24.12.2021 18:07:48	160	11.4	0.072	0.172	9.429	0.000	72	32	0	0	26.7	751.1	
24.12.2021 18:07:49	161	11.4	0.056	0.172	9.419	0.000	73	32	0	0	26.7	751.1	
24.12.2021 18:07:50	162	11.4	0.056	0.172	9.419	0.000	73	32	0	0	26.7	751.1	
24.12.2021 18:07:52	164	11.3	0.049	0.172	9.419	0.000	72	32	0	0	26.9	751.0	
24.12.2021 18:07:53	165	11.3	0.048	0.162	9.419	0.000	72	32	0	0	26.8	751.0	
24.12.2021 18:07:55	167	11.3	0.048	0.162	9.409	0.000	72	31	0	0	26.7	750.7	
24.12.2021 18:07:57	169	11.3	0.047	0.162	9.409	0.000	73	31	0	0	26.6	750.6	
24.12.2021 18:07:59	171	11.3	0.047	0.162	9.419	0.000	73	30	0	0	26.7	750.7	
24.12.2021 18:08:01	173	11.2	0.047	0.162	9.439	0.000	73	30	0	0	26.7	750.8	
24.12.2021 18:08:02	174	11.2	0.047	0.162	9.439	0.000	73	30	0	0	26.7	750.8	
24.12.2021 18:08:04	176	11.2	0.047	0.162	9.439	0.000	71	30	0	0	26.6	750.8	
24.12.2021 18:08:06	178	11.2	0.047	0.162	9.439	0.000	71	30	0	0	26.6	750.8	
24.12.2021 18:08:08	180	11.3	0.048	0.151	9.479	0.000	71	30	0	0	26.5	750.3	
24.12.2021 18:08:09	181	11.3	0.041	0.151	9.508	0.000	71	30	0	0	26.6	750.6	
24.12.2021 18:08:10	182	11.3	0.041	0.151	9.508	0.000	71	30	0	0	26.6	750.6	
24.12.2021 18:08:11	183	11.3	0.041	0.151	9.508	0.000	71	30	0	0	26.6	750.6	
24.12.2021 18:08:12	184	11.5	0.039	0.151	9.508	0.000	70	30	0	0	26.5	750.7	
24.12.2021 18:08:14	186	11.8	0.037	0.151	9.479	0.000	70	29	0	0	26.4	750.8	
24.12.2021 18:08:16	188	12.1	0.037	0.151	9.479	0.000	69	29	0	0	26.3	750.9	
24.12.2021 18:08:17	189	12.1	0.037	0.151	9.479	0.000	69	29	0	0	26.3	750.9	
24.12.2021 18:08:19	191	13.3	0.042	0.151	9.229	0.000	68	29	0	0	26.5	750.5	
24.12.2021 18:08:20	192	13.3	0.042	0.151	9.229	0.000	68	29	0	0	26.5	750.5	
24.12.2021 18:08:21	193	13.3	0.042	0.151	9.229	0.000	68	29	0	0	26.5	750.5	
24.12.2021 18:08:22	194	14.4	0.033	0.140	8.590	0.000	68	29	0	0	26.5	750.6	
24.12.2021 18:08:23	195	15.0	0.037	0.140	8.590	0.000	68	28	0	0	26.4	750.6	
24.12.2021 18:08:24	196	15.0	0.037	0.140	8.590	0.000	68	28	0	0	26.4	750.6	
24.12.2021 18:08:25	197	16.1	0.044	0.129	7.461	0.000	69	28	0	0	26.3	750.7	
24.12.2021 18:08:26	198	16.5	0.026	0.129	7.461	0.000	69	26	0	0	26.4	750.8	
24.12.2021 18:08:27	199	16.9	0.031	0.129	7.461	0.000	68	26	0	0	26.5	750.6	
24.12.2021 18:08:28	200	16.9	0.031	0.129	7.461	0.000	68	26	0	0	26.5	750.6	
24.12.2021 18:08:29	201	16.9	0.031	0.129	7.461	0.000	68	26	0	0	26.5	750.6	
24.12.2021 18:08:31	203	18.1	0.006	0.108	5.983	0.000	67	24	0	0	26.3	750.7	
24.12.2021 18:08:33	205	18.1	0.006	0.108	5.983	0.000	67	24	0	0	26.3	750.7	
24.12.2021 18:08:34	206	18.7	0.000	0.086	4.734	0.000	67	24	0	0	26.4	750.9	
24.12.2021 18:08:36	208	19.2	0.000	0.075	4.734	0.000	67	22	0	0	26.4	750.7	
24.12.2021 18:08:38	210	19.5	0.000	0.075	3.336	0.000	67	20	0	0	26.5	750.7	
24.12.2021 18:08:40	212	19.7	0.000	0.054	3.336	0.000	66	20	0	0	26.5	750.7	
24.12.2021 18:08:41	213	19.7	0.000	0.054	3.336	0.000	66	20	0	0	26.5	750.7	
24.12.2021 18:08:43	215	19.9	0.002	0.054	2.257	0.000	65	19	0	0	26.4	750.2	
24.12.2021 18:08:44	216	20.0	0.000	0.043	2.257	0.000	65	19	0	0	26.4	750.3	
24.12.2021 18:08:45	217	20.0	0.000	0.043	2.257	0.000	65	19	0	0	26.4	750.3	
24.12.2021 18:08:46	218	20.0	0.000	0.043	2.257	0.000	65	19	0	0	26.4	750.3	
24.12.2021 18:08:47	219	20.0	0.000	0.043	2.257	0.000	65	19	0	0	26.4	750.3	
24.12.2021 18:08:48	220	20.2	0.000	0.032	1.508	0.000	67	19	0	0	26.4	750.8	
24.12.2021 18:08:49	221	20.3	0.000	0.032	1.029	0.000	67	19	0	0	26.3	750.6	
24.12.2021 18:08:51	223	20.3	0.000	0.032	1.029	0.000	67	17	0	0	26.3	750.6	
24.12.2021 18:08:53	225	20.3	0.000	0.032	0.729	0.000	67	17	0	0	26.3	750.3	
24.12.2021 18:08:55	227	20.3	0.000	0.032	0.729	0.000	67	17	0	0	26.3	750.3	
24.12.2021 18:08:56	228	20.1	0.000	0.032	0.729	0.000	67	17	0	0	26.4	750.6	
24.12.2021 18:08:57	229	20.1	0.000	0.032	0.729	0.000	67	17	0	0	26.4	750.6	
24.12.2021 18:08:59	231	20.1	0.000	0.032	0.729	0.000	67	17	0	0	26.4	750.6	
24.12.2021 18:09:01	233	20.1	0.000	0.032	0.729	0.000	67	17	0	0	26.4	750.6	
24.12.2021 18:09:02	234	20.1	0.000	0.032	0.729	0.000	67	17	0	0	26.4	750.6	
24.12.2021 18:09:03	235	20.1	0.000	0.032	0.729	0.000	67	17	0	0	26.4	750.6	
24.12.2021 18:09:04	236	20.1	0.000	0.032	0.729	0.000	67	18	0	0	26.4	750.6	
24.12.2021 18:09:05	237	20.1	0.000	0.032	0.729	0.000	67	18	0	0	26.4	750.6	
24.12.2021 18:09:07	239	20.1	0.000	0.032	0.729	0.000	67	18	0	0	26.4	750.6	
24.12.2021 18:09:09	241	15.8	0.000	0.043	1.728	0.000	67	19	0	0	26.2	750.4	
24.12.2021 18:09:10	242	15.3	0.000	0.043	1.728	0.000	67	19	0	0	26.3	750.2	
24.12.2021 18:09:11	243	15.3	0.000	0.043	1.728	0.000	67	19	0	0	26.3	750.2	
24.12.2021 18:09:12	244	15.3	0.000	0.043	1.728	0.000	67	19	0	0	26.3	750.2	
24.12.2021 18:09:14	246	13.7	0.000	0.065	3.066	0.000	66	20	0	0	26.5	750.6	
24.12.2021 18:09:16	248	13.2	0.000	0.065	3.066	0.000	65	20	0	0	26.5	750.9	
24.12.2021 18:09:17	249	13.2	0.000	0.065	3.066	0.000	65	21	0	0	26.5	750.9	
24.12.2021 18:09:18	250	12.4	0.000	0.086	4.794	0.000	65	21	0	0	26.4	750.5	
24.12.2021 18:09:19	251	12.0	0.000	0.086	4.794	0.000	65	21	0	0	26.5	750.6	
24.12.2021 18:09:20	252	11.7	0.000	0.129	4.794	0.000	65	21	0	0	26.4	750.9	
24.12.2021 18:09:22	254	11.2	0.000	0.129	6.522	0.000	65	21	0	0	26.3	751.0	
24.12.2021 18:09:23	255	11.0	0.000	0.129	6.522	0.000	66	21	0	0	26.2	750.5	
24.12.2021 18:09:25	257	10.7	0.000	0.162	7.990	0.000	66	22	0	0	26.4	750.9	
24.12.2021 18:09:27	259	10.7	0.000	0.162	7.990	0.000	66	22	0	0	26.4	750.9	
24.12.2021 18:09:28	260	10.7	0.000	0.162	7.990	0.000	66	22	0	0	26.4	750.9	
24.12.2021 18:09:29	261	10.7	0.000	0.162	7.990	0.000	66	22	0	0	26.4	750.9	
24.12.2021 18:09:31	263	10.2	0.000	0.194	9.089	0.000	69	22	0	0	26.4	750.6	
24.12.2021 18:09:32	264	10.1	0.000	0.215	9.089	0.000	69	22	0	0	26.4	750.5	
24.12.2021 18:09:33	265	10.1	0.000	0.215	9.089	0.000	69	22	0	0	26.4	750.5	
24.12.2021 18:09:35	267	9.9	0.000	0.215	9.818	0.000	69	22	0	0	26.5	750.5	
24.12.2021 18:09:37	269	9.9	0.001	0.226	9.818	0.000	69	22	0	0	26.3	750.5	
24.12.2021 18:09:38	270	9.9	0.001	0.226	9.818	0.000	69	22	0	0	26.3	750.5	
24.12.2021 18:09:39	271	9.9	0.001	0.226	9.818	0.000	69	22	0	0	26.3	750.5	
24.12.2021 18:09:40	272	9.9	0.001	0.226	9.818	0.000	69	22	0	0	26.3	750.5	
24.12.2021 18:09:42	274	9.7	0.000	0.237	10.557	0.000	69	22	0	0	26.3	750.6	
24.12.2021 18:09:44	276	9.7	0.000	0.237	10.557	0.000	69	22	0	0	26.3	750.6	
24.12.2021 18:09:45	277	9.7	0.000	0.237	10.557	0.000	69	22	0	0	26.3	750.6	
24.12.2021 18:09:46	278	9.7	0.000	0.237	10.557	0.000	69	22	0	0	26.3	750.6	
24.12.2021 18:09:47	279	9.6	0.000	0.237	10.717	0.000	69	22	0	0	26.5	750.6	
24.12.2021 18:09:48	280	9.6	0.000	0.237	10.827	0.000	69	22	0	0	26.5	750.9	
24.12.2021 18:09:49	281	9.6	0.000	0.237	10.827	0.000	69	22	0	0	26.5	750.9	
24.12.2021 18:09:51	283	9.6	0.000	0.237	10.827	0.000	69	21	0	0	26.5	750.9	
24.12.2021 18:09:52	284	9.6	0.000	0.237	10.827	0.000	69	21	0	0	26.5	750.9	
24.12.2021 18:09:53	285	9.6	0.000	0.248	10.927	0.000	72	21	0	0	26.4	750.7	
24.12.2021 18:09:54	286	9.6	0.000	0.248	10.927	0.000	72	21	0	0	26.4	750.7	
24.12.2021 18:09:55	287	9.5	0.000	0.248	10.927	0.000	73	21	0	0	26.3	750.4	
24.12.2021 18:09:56	288	9.5	0.000	0.248	10.927	0.000	73	21	0	0	26.4	750.3	
24.12.2021 18:09:57	289	9.5	0.000	0.248	10.987	0.000	73	21	0	0	26.5	750.6	
24.12.2021 18:09:59	291	9.5	0.000	0.248	10.987	0.000	73	21	0	0	26.4	750.8	
24.12.2021 18:10:01	293	9.5	0.000	0.248	11.047	0.000	73	21	0	0	26.4	750.3	
24.12.2021 18:10:03	295	9.4	0.000	0.248	11.047	0.000	73	21	0	0	26.2	750.6	
24.12.2021 18:10:04	296	9.4	0.000	0.248	11.047	0.000	73	21	0	0	26.2	750.6	
24.12.2021 18:10:05	297	9.4	0.000	0.248	11.097	0.000	74	21	0	0	26.2	750.6	
24.12.2021 18:10:06	298	9.4	0.000	0.248	11.097	0.000	74	21	0	0	26.4	750.7	
24.12.2021 18:10:08	300	9.4	0.001	0.259	11.097	0.000	72	21	0	0	26.3	750.5	
24.12.2021 18:10:09	301	9.4	0.017	0.259	11.137	0.000	72	21	0	0	26.2	750.7	
24.12.2021 18:10:10	302	9.4	0.017	0.259	11.137	0.000	72	21	0	0	26.2	750.7	
24.12.2021 18:10:12	304	9.4	0.017	0.259	11.137	0.000	72	21	0	0	26.2	750.7	
24.12.2021 18:10:13	305	9.3	0.000	0.259	11.186	0.000	72	21	0	0	26.3	751.1	
24.12.2021 18:10:15	307	9.3	0.008	0.259	11.186	0.000	72	21	0	0	26.5	750.8	
24.12.2021 18:10:16	308	9.3	0.008	0.259	11.186	0.000	72	21	0	0	26.5	750.8	
24.12.2021 18:10:17	309	9.3	0.008	0.259	11.186	0.000	72	21	0	0	26.5	750.8	
24.12.2021 18:10:19	311	9.3	0.000	0.259	11.236	0.000	73	20	0	0	26.3	750.3	
24.12.2021 18:10:21	313	9.3	0.002	0.269	11.266	0.000	73	20	0	0	26.3	750.8	
24.12.2021 18:10:22	314	9.3	0.010	0.269	11.266	0.000	73	20	0	0	26.2	750.3	
24.12.2021 18:10:24	316	9.3	0.000	0.269	11.266	0.000	73	20	0	0	26.2	750.8	
24.12.2021 18:10:25	317	9.3	0.000	0.269	11.266	0.000	73	20	0	0	26.2	750.8	
24.12.2021 18:10:26	318	9.3	0.004	0.269	11.286	0.000	73	20	0	0	26.1	750.5	
24.12.2021 18:10:28	320	9.3	0.004	0.269	11.286	0.000	73	20	0	0	26.1	750.5	
24.12.2021 18:10:30	322	9.4	0.007	0.269	11.286	0.000	73	20	0	0	26.3	750.4	
24.12.2021 18:10:32	324	10.0	0.000	0.269	11.286	0.000	74	20	0	0	26.3	750.8	
24.12.2021 18:10:33	325	10.0	0.000	0.269	11.286	0.000	74	20	0	0	26.3	750.8	
24.12.2021 18:10:35	327	10.8	0.000	0.269	11.186	0.000	73	20	0	0	26.1	751.0	
24.12.2021 18:10:36	328	10.8	0.000	0.269	11.186	0.000	73	20	0	0	26.1	751.0	
24.12.2021 18:10:37	329	12.1	0.000	0.259	10.807	0.000	73	20	0	0	26.2	750.5	
24.12.2021 18:10:38	330	12.1	0.000	0.259	10.807	0.000	73	20	0	0	26.2	750.5	
24.12.2021 18:10:40	332	13.4	0.000	0.226	10.807	0.000	73	20	0	0	26.2	751.0	
24.12.2021 18:10:41	333	14.1	0.000	0.226	9.888	0.000	73	20	0	0	26.2	751.1	
24.12.2021 18:10:42	334	14.6	0.000	0.226	9.888	0.000	73	20	0	0	26.3	750.8	
24.12.2021 18:10:43	335	14.6	0.000	0.226	9.888	0.000	73	20	0	0	26.3	750.8	
24.12.2021 18:10:44	336	14.6	0.000	0.226	9.888	0.000	73	19	0	0	26.3	750.8	
24.12.2021 18:10:45	337	14.6	0.000	0.226	9.888	0.000	73	19	0	0	26.3	750.8	
24.12.2021 18:10:47	339	16.6	0.000	0.194	8.400	0.000	73	19	0	0	26.4	750.4	
24.12.2021 18:10:49	341	17.6	0.000	0.151	6.572	0.000	73	17	0	0	26.3	750.4	
24.12.2021 18:10:50	342	18.0	0.000	0.151	6.572	0.000	73	17	0	0	26.4	750.3	
24.12.2021 18:10:52	344	18.0	0.000	0.151	6.572	0.000	73	17	0	0	26.4	750.3	
24.12.2021 18:10:54	346	18.0	0.000	0.151	6.572	0.000	73	16	0	0	26.4	750.3	
24.12.2021 18:10:56	348	18.0	0.000	0.151	6.572	0.000	73	16	0	0	26.4	750.3	
24.12.2021 18:10:57	349	18.0	0.000	0.151	6.572	0.000	73	16	0	0	26.4	750.3	
24.12.2021 18:10:59	351	18.0	0.000	0.151	6.572	0.000	73	15	0	0	26.4	750.3	
24.12.2021 18:11:00	352	18.0	0.000	0.151	6.572	0.000	73	15	0	0	26.4	750.3	
24.12.2021 18:11:02	354	18.0	0.000	0.151	6.572	0.000	73	15	0	0	26.4	750.3	
24.12.2021 18:11:03	355	18.0	0.000	0.151	6.572	0.000	73	13	0	0	26.4	750.3	
24.12.2021 18:11:04	356	18.0	0.000	0.151	6.572	0.000	73	13	0	0	26.4	750.3	
24.12.2021 18:11:05	357	20.1	0.000	0.054	1.478	0.000	75	13	0	0	26.3	750.3	
24.12.2021 18:11:06	358	20.1	0.000	0.054	1.478	0.000	75	13	0	0	26.3	750.6	
24.12.2021 18:11:08	360	20.2	0.000	0.032	1.478	0.000	76	13	0	0	26.4	750.8	
24.12.2021 18:11:10	362	20.3	0.000	0.032	1.009	0.000	76	13	0	0	26.3	750.7	
24.12.2021 18:11:11	363	20.3	0.000	0.032	1.009	0.000	76	13	0	0	26.3	750.3	
24.12.2021 18:11:12	364	20.3	0.000	0.032	0.729	0.000	76	13	0	0	26.2	750.2	
24.12.2021 18:11:14	366	20.2	0.000	0.032	0.729	0.000	76	12	0	0	26.2	750.2	
24.12.2021 18:11:15	367	20.2	0.000	0.032	0.729	0.000	77	12	0	0	26.3	750.3	
