Tabs	Trel	O2(%)	H2(%)	CO(%)	CO2(%)	CH4(%)	SO2(ppm)	NO(ppm)	NO2(ppm)	N2O(ppm)	T(°C)	P()	Comments
24.12.2021 18:28:45	60	7.6	1.048	3.275	5.483	0.000	433	40	0	0	26.4	751.4	
24.12.2021 18:28:47	62	6.6	1.134	3.275	8.550	0.000	433	45	0	0	26.4	751.3	
24.12.2021 18:28:48	63	6.3	1.151	3.275	8.550	0.000	570	45	0	0	26.4	751.3	
24.12.2021 18:28:50	65	6.3	1.151	3.275	8.550	0.000	570	51	0	0	26.4	751.3	
24.12.2021 18:28:51	66	5.7	1.074	4.557	11.146	0.000	570	51	0	0	26.2	750.9	
24.12.2021 18:28:52	67	5.6	1.071	4.557	11.146	0.000	570	51	0	0	26.2	750.9	
24.12.2021 18:28:53	68	5.6	1.000	5.247	11.146	0.000	645	51	0	0	26.4	750.9	
24.12.2021 18:28:54	69	5.7	0.976	5.247	12.944	0.000	645	57	0	0	26.3	750.8	
24.12.2021 18:28:56	71	6.2	0.906	5.247	12.944	0.000	643	57	0	0	26.3	751.1	
24.12.2021 18:28:57	72	6.2	0.906	5.247	12.944	0.000	643	57	0	0	26.3	751.1	
24.12.2021 18:28:58	73	6.2	0.906	5.247	12.944	0.000	643	60	0	2	26.3	751.1	
24.12.2021 18:29:00	75	7.2	0.771	5.182	13.833	0.000	574	60	0	2	26.4	751.3	
24.12.2021 18:29:01	76	7.6	0.775	4.460	13.833	0.000	574	61	0	3	26.5	751.0	
24.12.2021 18:29:02	77	7.9	0.732	4.460	13.913	0.000	574	61	0	3	26.5	751.2	
24.12.2021 18:29:03	78	7.9	0.732	4.460	13.913	0.000	574	61	0	3	26.5	751.2	
24.12.2021 18:29:04	79	7.9	0.732	4.460	13.913	0.000	574	61	0	3	26.5	751.2	
24.12.2021 18:29:05	80	7.9	0.732	4.460	13.913	0.000	574	61	0	3	26.5	751.2	
24.12.2021 18:29:06	81	9.1	0.634	3.458	13.414	0.000	470	61	0	5	26.3	750.9	
24.12.2021 18:29:07	82	9.1	0.634	3.458	13.414	0.000	470	61	0	5	26.3	750.9	
24.12.2021 18:29:09	84	9.6	0.560	3.458	13.414	0.000	368	61	0	5	26.4	750.8	
24.12.2021 18:29:10	85	9.8	0.587	2.467	13.414	0.000	368	58	0	7	26.5	751.1	
24.12.2021 18:29:12	87	9.8	0.587	2.467	13.414	0.000	368	58	0	7	26.5	751.1	
24.12.2021 18:29:13	88	9.8	0.587	2.467	13.414	0.000	368	58	0	7	26.5	751.1	
24.12.2021 18:29:14	89	10.5	0.518	1.681	12.625	0.000	281	55	0	7	26.4	751.0	
24.12.2021 18:29:15	90	10.7	0.478	1.681	11.816	0.000	281	55	0	7	26.5	751.0	
24.12.2021 18:29:16	91	10.8	0.447	1.681	11.816	0.000	281	55	0	7	26.7	751.2	
24.12.2021 18:29:18	93	10.8	0.447	1.681	11.816	0.000	281	55	0	7	26.7	751.2	
24.12.2021 18:29:20	95	10.8	0.447	1.681	11.816	0.000	281	53	0	6	26.7	751.2	
24.12.2021 18:29:22	97	10.8	0.447	1.681	11.816	0.000	281	53	0	6	26.7	751.2	
24.12.2021 18:29:23	98	11.3	0.346	0.765	10.677	0.000	174	50	0	5	26.6	751.1	
24.12.2021 18:29:24	99	11.3	0.346	0.765	10.677	0.000	174	50	0	5	26.6	751.1	
24.12.2021 18:29:47	122	17.9	0.215	0.312	9.199	0.000	113	42	0	7	26.7	750.8	
24.12.2021 18:29:48	123	17.9	0.215	0.312	9.199	0.000	113	42	0	7	26.7	750.8	
24.12.2021 18:29:49	124	17.9	0.215	0.312	9.199	0.000	113	42	0	7	26.7	750.8	
24.12.2021 18:29:51	126	17.9	0.215	0.312	9.199	0.000	113	42	0	7	26.7	750.8	
24.12.2021 18:29:53	128	17.9	0.215	0.312	9.199	0.000	113	42	0	7	26.7	750.8	
24.12.2021 18:29:54	129	17.9	0.215	0.312	9.199	0.000	113	42	0	7	26.7	750.8	
24.12.2021 18:29:55	130	17.9	0.215	0.312	9.199	0.000	113	42	0	7	26.7	750.8	
24.12.2021 18:29:56	131	17.9	0.215	0.312	9.199	0.000	113	42	0	7	26.7	750.8	
24.12.2021 18:29:58	133	17.9	0.215	0.312	9.199	0.000	113	42	0	7	26.7	750.8	
24.12.2021 18:29:59	134	17.9	0.215	0.312	9.199	0.000	113	42	0	7	26.7	750.8	
24.12.2021 18:31:55	250	20.9	0.000	0.000	0.000	0.039	0	0	1	7	26.3	750.9	
24.12.2021 18:31:57	252	20.9	0.000	0.000	0.000	0.052	0	0	1	7	26.6	750.7	
24.12.2021 18:31:59	254	20.9	0.000	0.000	0.000	0.052	0	0	1	7	26.4	751.2	
24.12.2021 18:32:00	255	20.9	0.000	0.000	0.000	0.052	0	0	1	7	26.5	751.6	
24.12.2021 18:32:01	256	20.9	0.000	0.000	0.000	0.052	0	0	1	7	26.5	751.6	
24.12.2021 18:32:03	258	20.9	0.000	0.000	0.000	0.052	0	0	1	7	26.5	751.6	
24.12.2021 18:32:04	259	20.9	0.000	0.000	0.000	0.052	0	0	1	7	26.5	751.6	
24.12.2021 18:32:05	260	20.9	0.000	0.000	0.000	0.052	0	0	1	7	26.5	751.6	
24.12.2021 18:32:06	261	15.5	0.000	0.000	0.000	0.052	0	0	1	7	26.3	751.5	
24.12.2021 18:32:08	263	14.3	0.000	0.000	0.570	0.052	0	0	1	7	26.2	751.3	
24.12.2021 18:32:09	264	14.3	0.000	0.000	0.570	0.052	0	0	1	7	26.2	751.3	
24.12.2021 18:32:10	265	13.0	0.000	0.032	0.570	0.039	0	0	1	7	26.3	751.1	
24.12.2021 18:32:12	267	12.3	0.000	0.032	2.047	0.013	0	3	2	7	26.4	750.9	
24.12.2021 18:32:13	268	12.2	0.000	0.032	2.047	0.013	2	3	2	7	26.4	751.3	
24.12.2021 18:32:15	270	12.0	0.000	0.065	4.508	0.000	2	7	2	4	26.3	750.8	
24.12.2021 18:32:16	271	12.0	0.000	0.065	4.508	0.000	2	7	2	4	26.3	750.8	
24.12.2021 18:32:18	273	12.0	0.000	0.065	4.508	0.000	2	7	2	4	26.3	750.8	
24.12.2021 18:32:19	274	12.0	0.000	0.065	4.508	0.000	2	7	2	4	26.3	750.8	
24.12.2021 18:32:20	275	11.8	0.000	0.108	8.073	0.000	9	10	2	1	26.3	751.2	
24.12.2021 18:32:21	276	11.8	0.000	0.108	8.073	0.000	19	10	2	1	26.3	750.9	
24.12.2021 18:32:23	278	11.7	0.000	0.140	9.379	0.000	19	10	2	1	26.5	750.6	
24.12.2021 18:32:24	279	11.7	0.000	0.140	9.379	0.000	19	11	2	0	26.5	750.6	
24.12.2021 18:32:25	280	11.8	0.000	0.140	9.379	0.000	27	11	2	0	26.6	751.0	
24.12.2021 18:32:26	281	11.8	0.000	0.140	9.379	0.000	27	11	2	0	26.4	751.2	
24.12.2021 18:32:28	283	11.8	0.000	0.140	9.610	0.000	27	13	2	0	26.4	751.5	
24.12.2021 18:32:30	285	11.8	0.000	0.140	9.610	0.000	27	13	2	0	26.4	751.5	
24.12.2021 18:32:32	287	11.9	0.000	0.140	9.670	0.000	37	14	2	0	26.4	751.3	
24.12.2021 18:32:34	289	11.9	0.000	0.140	9.670	0.000	37	14	2	0	26.4	751.1	
24.12.2021 18:32:36	291	11.9	0.000	0.140	9.640	0.000	37	14	2	0	26.3	751.1	
24.12.2021 18:32:38	293	11.9	0.000	0.140	9.640	0.000	37	14	2	0	26.3	751.1	
24.12.2021 18:32:39	294	12.0	0.000	0.130	9.600	0.000	39	14	2	0	26.4	751.4	
24.12.2021 18:32:40	295	12.0	0.000	0.130	9.600	0.000	39	14	2	0	26.3	751.2	
24.12.2021 18:32:41	296	12.0	0.000	0.130	9.600	0.000	39	14	2	0	26.3	751.2	
24.12.2021 18:32:42	297	12.0	0.000	0.130	9.550	0.000	41	14	2	0	26.3	750.8	
24.12.2021 18:32:44	299	12.0	0.000	0.130	9.550	0.000	41	13	2	0	26.6	751.1	
24.12.2021 18:32:45	300	12.0	0.000	0.130	9.550	0.000	41	13	2	0	26.6	751.1	
24.12.2021 18:32:47	302	12.0	0.000	0.130	9.550	0.000	41	13	2	0	26.4	750.9	
24.12.2021 18:32:48	303	12.0	0.000	0.130	9.550	0.000	41	12	2	0	26.4	750.9	
24.12.2021 18:32:49	304	12.0	0.000	0.130	9.530	0.000	45	12	2	0	26.6	751.3	
24.12.2021 18:32:51	306	12.0	0.000	0.119	9.509	0.000	45	12	2	0	26.5	751.1	
24.12.2021 18:32:52	307	12.0	0.000	0.119	9.509	0.000	45	11	2	0	26.4	751.3	
24.12.2021 18:32:53	308	12.0	0.000	0.119	9.509	0.000	46	11	2	0	26.4	750.9	
24.12.2021 18:32:54	309	12.0	0.000	0.119	9.509	0.000	46	11	2	0	26.5	751.0	
24.12.2021 18:32:55	310	12.0	0.000	0.119	9.499	0.000	46	11	2	0	26.4	751.0	
24.12.2021 18:32:57	312	12.0	0.000	0.119	9.499	0.000	47	11	2	0	26.5	751.2	
24.12.2021 18:32:58	313	12.0	0.000	0.119	9.499	0.000	47	11	2	0	26.5	751.2	
24.12.2021 18:32:59	314	12.0	0.000	0.119	9.499	0.000	47	11	2	0	26.5	751.2	
24.12.2021 18:33:00	315	12.0	0.000	0.119	9.489	0.000	47	11	2	0	26.7	751.2	
24.12.2021 18:33:01	316	12.0	0.000	0.119	9.489	0.000	47	11	2	0	26.7	751.2	
24.12.2021 18:33:02	317	12.0	0.000	0.119	9.489	0.000	47	11	2	0	26.7	751.2	
24.12.2021 18:33:04	319	12.0	0.000	0.119	9.469	0.000	48	10	2	0	26.7	751.0	
24.12.2021 18:33:05	320	12.0	0.000	0.119	9.469	0.000	48	10	2	0	26.7	751.0	
24.12.2021 18:33:07	322	12.0	0.000	0.119	9.459	0.000	48	10	2	0	26.6	751.2	
24.12.2021 18:33:08	323	12.1	0.000	0.119	9.459	0.000	48	10	2	0	26.9	751.2	
24.12.2021 18:33:10	325	12.1	0.000	0.119	9.439	0.000	48	10	2	0	26.6	750.8	
24.12.2021 18:33:12	327	12.1	0.000	0.119	9.439	0.000	48	10	2	0	26.6	750.8	
24.12.2021 18:33:13	328	12.1	0.000	0.119	9.439	0.000	48	11	2	3	26.7	751.0	
24.12.2021 18:33:15	330	12.1	0.000	0.108	9.419	0.000	48	11	2	3	26.6	751.1	
24.12.2021 18:33:17	332	12.1	0.000	0.108	9.419	0.000	48	10	2	7	26.6	750.7	
24.12.2021 18:33:18	333	12.1	0.000	0.108	9.409	0.000	48	10	2	7	26.6	750.8	
24.12.2021 18:33:19	334	12.1	0.000	0.108	9.409	0.000	48	10	2	7	26.6	750.8	
24.12.2021 18:33:20	335	12.1	0.000	0.108	9.409	0.000	48	10	2	7	26.6	750.8	
24.12.2021 18:33:21	336	12.0	0.000	0.108	9.409	0.000	48	10	2	7	26.9	751.1	
24.12.2021 18:33:22	337	12.0	0.000	0.108	9.409	0.000	48	10	2	7	26.8	750.8	
24.12.2021 18:33:24	339	12.0	0.000	0.108	9.409	0.000	50	10	2	4	26.7	751.1	
24.12.2021 18:33:26	341	12.0	0.000	0.108	9.429	0.000	50	10	2	4	26.6	751.1	
24.12.2021 18:33:27	342	12.0	0.000	0.108	9.429	0.000	50	10	2	4	26.6	751.1	
24.12.2021 18:33:29	344	12.0	0.000	0.108	9.429	0.000	52	10	2	5	26.4	750.9	
24.12.2021 18:33:31	346	11.9	0.000	0.119	9.459	0.000	52	9	2	3	26.5	750.9	
24.12.2021 18:33:32	347	11.9	0.000	0.119	9.459	0.000	52	9	2	3	26.6	751.0	
24.12.2021 18:33:33	348	11.9	0.000	0.119	9.459	0.000	52	9	2	3	26.4	751.1	
24.12.2021 18:33:35	350	11.9	0.000	0.119	9.459	0.000	52	9	2	0	26.4	751.2	
24.12.2021 18:33:37	352	11.9	0.000	0.119	9.509	0.000	51	9	2	0	26.2	751.4	
24.12.2021 18:33:39	354	11.9	0.000	0.119	9.560	0.000	51	10	2	4	26.3	751.1	
24.12.2021 18:33:41	356	11.8	0.000	0.119	9.560	0.000	52	10	2	4	26.3	751.5	
24.12.2021 18:33:43	358	11.9	0.000	0.119	9.560	0.000	52	9	2	6	26.3	751.4	
24.12.2021 18:33:44	359	11.9	0.000	0.119	9.560	0.000	52	9	2	6	26.3	751.4	
24.12.2021 18:33:46	361	11.9	0.000	0.119	9.600	0.000	50	9	2	3	26.3	751.8	
24.12.2021 18:33:47	362	11.9	0.000	0.119	9.630	0.000	50	9	2	3	26.4	751.2	
24.12.2021 18:33:49	364	11.9	0.000	0.119	9.630	0.000	50	9	2	3	26.4	751.2	
24.12.2021 18:33:51	366	12.0	0.000	0.119	9.630	0.000	50	9	2	4	26.4	751.1	
24.12.2021 18:33:52	367	12.0	0.000	0.119	9.630	0.000	50	9	2	4	26.4	751.1	
24.12.2021 18:33:53	368	12.2	0.000	0.119	9.630	0.000	50	9	2	4	26.4	751.0	
24.12.2021 18:33:54	369	12.4	0.000	0.119	9.630	0.000	50	9	2	3	26.7	751.3	
24.12.2021 18:33:56	371	12.6	0.000	0.119	9.550	0.000	50	9	2	3	26.5	751.3	
24.12.2021 18:33:58	373	13.9	0.000	0.119	9.168	0.000	51	8	2	5	26.7	751.4	
24.12.2021 18:33:59	374	13.9	0.000	0.119	9.168	0.000	51	8	2	5	26.7	751.4	
24.12.2021 18:34:00	375	14.3	0.000	0.119	9.168	0.000	51	8	2	5	26.6	751.2	
24.12.2021 18:34:02	377	15.4	0.000	0.108	8.334	0.000	51	7	2	6	26.6	751.3	
24.12.2021 18:34:03	378	15.4	0.000	0.108	8.334	0.000	51	7	2	6	26.6	751.3	
24.12.2021 18:34:05	380	16.4	0.000	0.108	8.334	0.000	51	7	2	6	26.5	751.4	
24.12.2021 18:34:07	382	16.8	0.000	0.086	8.334	0.000	51	6	2	3	26.5	751.6	
24.12.2021 18:34:09	384	17.6	0.000	0.086	7.039	0.000	51	6	2	3	26.5	751.3	
24.12.2021 18:34:11	386	18.3	0.000	0.065	5.472	0.000	51	3	2	5	26.6	751.0	
24.12.2021 18:34:12	387	18.6	0.000	0.065	5.472	0.000	49	3	2	5	26.6	751.0	
24.12.2021 18:34:13	388	18.8	0.000	0.054	5.472	0.000	49	3	2	5	26.6	751.0	
24.12.2021 18:34:14	389	18.8	0.000	0.054	5.472	0.000	49	1	2	6	26.6	751.0	
24.12.2021 18:34:16	391	18.8	0.000	0.054	5.472	0.000	49	1	2	6	26.6	751.0	
24.12.2021 18:34:18	393	19.5	0.000	0.043	3.975	0.000	50	1	2	6	26.7	751.2	
24.12.2021 18:34:19	394	19.5	0.000	0.043	3.975	0.000	50	0	2	3	26.7	751.2	
24.12.2021 18:34:20	395	19.7	0.000	0.043	2.750	0.000	50	0	2	3	26.8	751.1	
24.12.2021 18:34:21	396	19.8	0.000	0.022	2.750	0.000	50	0	2	3	26.6	751.2	
24.12.2021 18:34:22	397	19.9	0.000	0.022	1.876	0.000	50	0	1	0	26.6	751.1	
24.12.2021 18:34:23	398	19.9	0.000	0.022	1.876	0.000	50	0	1	0	26.6	751.1	
24.12.2021 18:34:25	400	19.9	0.000	0.022	1.876	0.000	50	0	1	0	26.6	751.1	
24.12.2021 18:34:26	401	20.2	0.000	0.011	1.253	0.000	52	0	1	0	26.5	751.1	
24.12.2021 18:34:27	402	20.2	0.000	0.011	1.253	0.000	52	0	2	0	26.6	751.2	
24.12.2021 18:34:29	404	20.3	0.000	0.011	1.253	0.000	53	0	2	0	26.7	751.1	
24.12.2021 18:34:30	405	20.3	0.000	0.011	1.253	0.000	53	0	2	0	26.7	751.1	
24.12.2021 18:34:32	407	20.3	0.000	0.011	0.852	0.000	53	0	2	0	26.6	750.6	
24.12.2021 18:34:33	408	20.3	0.000	0.011	0.852	0.000	53	0	2	0	26.6	750.6	
24.12.2021 18:34:35	410	19.9	0.000	0.000	0.651	0.000	55	0	2	0	26.6	751.5	
24.12.2021 18:34:36	411	19.9	0.000	0.000	0.651	0.000	55	0	2	0	26.6	751.5	
24.12.2021 18:34:38	413	19.7	0.000	0.000	0.651	0.000	55	0	2	0	26.7	751.5	
24.12.2021 18:34:39	414	18.9	0.000	0.000	0.701	0.000	55	0	2	0	26.7	751.1	
24.12.2021 18:34:40	415	18.6	0.000	0.000	0.701	0.000	54	0	2	0	26.6	751.0	
24.12.2021 18:34:41	416	18.1	0.000	0.011	0.701	0.000	54	0	2	0	26.6	751.0	
24.12.2021 18:34:43	418	17.7	0.000	0.011	1.103	0.000	54	0	2	0	26.7	751.2	
24.12.2021 18:34:44	419	17.7	0.000	0.011	1.103	0.000	54	0	2	0	26.7	751.2	
24.12.2021 18:34:45	420	16.7	0.000	0.032	1.103	0.000	53	0	2	0	26.5	751.0	
24.12.2021 18:34:46	421	16.7	0.000	0.032	1.103	0.000	53	0	2	0	26.5	751.0	
24.12.2021 18:34:47	422	16.7	0.000	0.032	1.103	0.000	53	0	2	0	26.5	751.0	
24.12.2021 18:34:49	424	15.0	0.000	0.032	1.997	0.000	53	0	2	0	26.5	751.3	
24.12.2021 18:34:50	425	15.0	0.000	0.032	1.997	0.000	53	0	2	0	26.5	751.3	
24.12.2021 18:34:51	426	13.9	0.000	0.054	3.463	0.000	53	2	3	0	26.6	751.7	
24.12.2021 18:34:52	427	13.6	0.000	0.054	3.463	0.000	54	2	3	0	26.5	751.4	
24.12.2021 18:34:53	428	13.6	0.000	0.054	3.463	0.000	54	2	3	0	26.5	751.4	
24.12.2021 18:34:55	430	12.6	0.000	0.086	5.281	0.000	54	3	3	0	26.5	751.5	
24.12.2021 18:34:57	432	12.1	0.000	0.140	5.281	0.000	54	3	3	0	26.6	751.5	
24.12.2021 18:34:58	433	11.8	0.000	0.140	7.029	0.000	54	4	3	0	26.5	751.5	
24.12.2021 18:35:00	435	11.4	0.000	0.140	7.029	0.000	55	4	3	0	26.5	751.3	
24.12.2021 18:35:02	437	11.2	0.000	0.184	7.029	0.000	55	4	3	0	26.6	751.4	
24.12.2021 18:35:04	439	10.9	0.000	0.184	8.495	0.000	55	4	3	0	26.4	751.1	
24.12.2021 18:35:06	441	10.9	0.000	0.184	8.495	0.000	55	4	3	0	26.4	751.1	
24.12.2021 18:35:08	443	10.9	0.000	0.184	8.495	0.000	55	4	3	0	26.4	751.1	
24.12.2021 18:35:09	444	10.9	0.000	0.184	8.495	0.000	55	4	3	0	26.4	751.1	
24.12.2021 18:35:11	446	10.3	0.000	0.238	10.313	0.000	54	5	3	0	26.4	751.5	
24.12.2021 18:35:12	447	10.3	0.000	0.238	10.313	0.000	54	5	3	0	26.5	751.6	
24.12.2021 18:35:13	448	10.3	0.000	0.238	10.313	0.000	54	5	3	0	26.5	751.6	
24.12.2021 18:35:15	450	10.2	0.000	0.259	10.785	0.000	54	5	3	0	26.5	751.3	
24.12.2021 18:35:17	452	10.2	0.000	0.259	10.785	0.000	54	5	3	0	26.3	751.2	
24.12.2021 18:35:19	454	10.2	0.000	0.270	11.046	0.000	54	5	3	0	26.5	751.5	
24.12.2021 18:35:21	456	10.2	0.000	0.270	11.046	0.000	52	5	3	0	26.5	751.1	
24.12.2021 18:35:23	458	10.2	0.000	0.270	11.046	0.000	52	5	3	0	26.5	751.1	
24.12.2021 18:35:25	460	10.2	0.000	0.270	11.187	0.000	52	5	3	0	26.3	750.8	
24.12.2021 18:35:26	461	10.2	0.000	0.270	11.247	0.000	53	5	3	0	26.4	751.1	
24.12.2021 18:35:27	462	10.2	0.000	0.270	11.247	0.000	53	5	3	0	26.4	751.1	
24.12.2021 18:35:28	463	10.2	0.000	0.270	11.247	0.000	53	5	3	0	26.4	751.1	
24.12.2021 18:35:29	464	10.3	0.000	0.259	11.247	0.000	54	5	3	0	26.3	751.4	
24.12.2021 18:35:30	465	10.3	0.000	0.259	11.237	0.000	54	5	3	0	26.5	751.4	
24.12.2021 18:35:32	467	10.4	0.000	0.259	11.237	0.000	54	5	3	0	26.5	751.3	
24.12.2021 18:35:33	468	10.4	0.000	0.259	11.237	0.000	54	5	3	0	26.4	751.3	
24.12.2021 18:35:35	470	10.4	0.000	0.259	11.187	0.000	54	5	3	0	26.5	751.4	
24.12.2021 18:35:36	471	10.4	0.000	0.259	11.187	0.000	54	5	3	0	26.5	751.4	
24.12.2021 18:35:38	473	10.4	0.000	0.249	11.187	0.000	54	5	3	0	26.4	751.2	
24.12.2021 18:35:39	474	10.4	0.000	0.249	11.187	0.000	54	4	3	0	26.4	751.2	
24.12.2021 18:35:41	476	10.4	0.000	0.249	11.137	0.000	54	4	3	0	26.3	750.9	
24.12.2021 18:35:42	477	10.4	0.000	0.238	11.137	0.000	54	4	3	0	26.3	750.7	
24.12.2021 18:35:43	478	10.4	0.000	0.238	11.096	0.000	54	5	3	0	26.4	751.1	
24.12.2021 18:35:44	479	10.4	0.000	0.238	11.096	0.000	54	5	3	0	26.3	750.9	
24.12.2021 18:35:46	481	10.3	0.000	0.238	11.086	0.000	54	5	3	0	26.3	750.9	
24.12.2021 18:35:47	482	10.3	0.000	0.238	11.086	0.000	54	5	3	0	26.3	750.9	
24.12.2021 18:35:49	484	10.3	0.000	0.238	11.086	0.000	54	5	3	0	26.4	751.1	
24.12.2021 18:35:51	486	10.3	0.000	0.238	11.086	0.000	54	5	3	0	26.4	751.1	
24.12.2021 18:35:52	487	10.3	0.000	0.238	11.106	0.000	55	5	3	0	26.4	751.2	
24.12.2021 18:35:53	488	10.3	0.000	0.238	11.106	0.000	55	5	3	0	26.4	751.3	
24.12.2021 18:35:55	490	10.3	0.000	0.238	11.137	0.000	55	5	3	0	26.4	751.4	
24.12.2021 18:35:57	492	10.3	0.000	0.238	11.137	0.000	54	5	3	0	26.4	751.6	
24.12.2021 18:35:58	493	10.3	0.000	0.238	11.137	0.000	54	5	3	0	26.3	751.6	
24.12.2021 18:35:59	494	10.3	0.000	0.238	11.177	0.000	54	5	3	0	26.4	751.5	
24.12.2021 18:36:01	496	10.3	0.000	0.238	11.177	0.000	54	5	3	0	26.3	751.3	
24.12.2021 18:36:02	497	10.3	0.000	0.238	11.177	0.000	54	5	3	0	26.3	751.3	
24.12.2021 18:36:03	498	10.3	0.000	0.238	11.177	0.000	54	5	3	0	26.3	751.3	
24.12.2021 18:36:05	500	10.3	0.000	0.238	11.207	0.000	53	5	3	0	26.5	751.1	
24.12.2021 18:36:06	501	10.3	0.000	0.238	11.207	0.000	53	5	3	0	26.5	751.1	
24.12.2021 18:36:08	503	10.3	0.000	0.238	11.227	0.000	53	5	3	0	26.3	750.7	
24.12.2021 18:36:10	505	10.4	0.000	0.238	11.247	0.000	54	5	3	0	26.2	751.1	
24.12.2021 18:36:11	506	10.4	0.000	0.238	11.247	0.000	54	4	3	0	26.2	751.1	
24.12.2021 18:36:13	508	11.2	0.000	0.238	11.247	0.000	55	4	3	0	26.4	750.9	
24.12.2021 18:36:14	509	11.2	0.000	0.238	11.247	0.000	55	4	3	0	26.4	750.9	
24.12.2021 18:36:15	510	11.7	0.000	0.238	11.117	0.000	55	4	3	3	26.4	751.2	
